id;Firstname;Lastname;Adress;RegistrationDate;Revenue;States
8686;Millard;Hoover;Lindbergh Blvd;01/06/1999;22543;WI
8687;Rutherford;Lincoln;Santa Rosa North;20/09/2002;24905;AK
8688;Dwight;Jackson;Cerrillos Road;17/05/2000;70683;MI
8689;Jimmy;Taft;Redwood Highway;15/03/2001;83128;ME
8690;Thomas;Fillmore;East Main Street;29/05/2005;55950;WA
8691;Calvin;Jackson;E Fowler Avenue;15/08/2002;33859;AL
8692;George;Harding;Carpinteria Avenue;19/04/2005;21563;ME
8693;Bill;Grant;San Diego Freeway;16/04/2005;37790;KS
8694;Thomas;Carter;Harbor Dr;15/11/2006;35886;KS
8695;Rutherford;Harrison;Santa Ana Freeway;30/12/2005;87572;AR
8696;Herbert;Polk;Carpinteria South;13/01/2006;11378;OH
8697;Bill;Ford;San Luis Obispo North;07/11/2002;12389;UT
8698;Calvin;Garfield;Santa Rosa North;31/05/2002;74781;LA
8699;Martin;Coolidge;Carpinteria Avenue;07/10/2003;33785;NV
8700;Grover;Fillmore;Bowles Avenue;26/08/2001;48578;VA
8701;Grover;Polk;15th;14/07/2004;72724;OH
8702;Benjamin;Pierce;Redwood Highway;29/04/2005;23672;MN
8703;Andrew;Hoover;South Roosevelt Drive;03/08/1999;57917;PA
8704;Harry;Lincoln;San Diego Freeway;24/06/2006;43349;MA
8705;John;Monroe;120th;20/04/1998;65393;MA
8706;Harry;Harrison;San Simeon;09/10/1999;68461;NJ
8707;Benjamin;Fillmore;East Main Street;29/12/2001;19316;PA
8708;Chester;Taft;Lawrenceville Suwanee;05/04/2006;43873;LA
8709;Lyndon;Van Buren;Castillo Drive;11/07/2004;34052;MD
8710;Ronald;Jackson;San Luis Obispo North;04/11/2004;66165;NC
8711;Lyndon;Cleveland;N Kentwood;08/07/1998;47499;CA
8712;Lyndon;Eisenhower;Carpinteria Avenue;04/04/2004;22565;SD
8713;John;Truman;Redwood Highway;03/03/2005;95650;NY
8714;James;Buchanan;Bayshore Freeway;03/10/2003;51163;TN
8715;Zachary;Eisenhower;North Preisker Lane;17/10/2001;58414;AZ
8716;Warren;Taft;North Broadway Street;20/05/2004;22332;NE
8717;Chester;Hoover;Jones Road;09/11/1998;46691;MN
8718;Lyndon;Reagan;E Fowler Avenue;29/11/1998;21445;MS
8719;Thomas;Taft;North Erringer Road;21/09/2005;80684;DE
8720;Richard;Jefferson;Corona Del Mar;01/05/2003;32810;AK
8721;Franklin;Buchanan;Tanger Blvd;05/01/2002;49479;NE
8722;Jimmy;Pierce;Carpinteria Avenue;20/01/2004;84869;KS
8723;James;Nixon;124th;23/07/2004;41855;LA
8724;James;Carter;Milpas Street;06/09/2000;46637;MD
8725;Dwight;Kennedy;Lawrenceville Suwanee;03/01/2005;58367;OR
8726;Herbert;Arthur;Lawrenceville Suwanee;28/05/2000;65401;DE
8727;Calvin;Monroe;East Calle Primera;20/01/2003;94653;ND
8728;Warren;Coolidge;Santa Rosa South;21/01/2000;25674;CO
8729;Ronald;Taft;Richmond Hill;08/04/2000;56014;IN
8730;Gerald;Polk;Erringer Road;04/10/2000;99377;MI
8731;Thomas;Lincoln;French Camp Turnpike Road;02/08/1999;43225;WA
8732;Franklin;Roosevelt;Jones Road;20/03/2001;47288;PA
8733;Richard;Hoover;San Luis Obispo North;23/05/2001;19621;DE
8734;James;Roosevelt;South Highway;16/08/2005;61740;VA
8735;Gerald;Garfield;Newbury Road;04/04/2005;29399;AL
8736;George;Carter;East Calle Primera;16/03/2001;90569;ID
8737;Zachary;Carter;San Simeon;16/04/1999;67198;MI
8738;Thomas;Jefferson;Camelback Rd;11/05/2004;72298;KS
8739;Thomas;Truman;El Camino Real;26/01/2000;48922;TX
8740;Andrew;McKinley;East 1st Street;18/06/2004;92601;MA
8741;Warren;Hayes;South Roosevelt Drive;21/04/1999;63803;NH
8742;Lyndon;Quincy Adams;Camelback Rd;10/04/2003;11974;CA
8743;Ulysses;Taft;15th;28/12/2005;97726;HI
8744;James;Madison;Lake Tahoe Blvd.;16/12/2005;94708;WY
8745;Theodore;Truman;N Kentwood;30/04/2004;37795;MI
8746;Calvin;Lincoln;Redwood Highway;08/10/1999;29055;NH
8747;Calvin;Roosevelt;Harbor Dr;17/02/1998;48158;CA
8748;Theodore;Roosevelt;Redwood Highway;21/04/2001;28701;AR
8749;Woodrow;Tyler;Bayshore Freeway;14/12/2006;57079;OK
8750;Ronald;Roosevelt;Tanger Blvd;14/06/2001;55437;IA
8751;Calvin;Clinton;North Broadway Street;26/10/2004;65250;KY
8752;Herbert;Buchanan;North Ventu Park Road;22/11/2005;43126;WA
8753;Richard;Johnson;South Roosevelt Drive;24/07/1999;15369;AL
8754;Harry;Ford;Carpinteria Avenue;13/04/2000;42882;OR
8755;Theodore;Buchanan;Monroe Street;11/10/2000;32958;NH
8756;Millard;Fillmore;Tanger Blvd;08/01/2002;19525;TX
8757;Benjamin;Madison;Jean de la Fontaine;19/06/2002;48427;NV
8758;George;Harding;Steele Lane;03/09/2000;19267;VT
8759;Franklin;Nixon;Hutchinson Rd;18/03/1998;60408;AK
8760;James;Tyler;Hutchinson Rd;01/01/2003;78670;MN
8761;Lyndon;Taft;15th;17/01/2002;50312;CO
8762;Ronald;Monroe;Tully Road East;17/08/2002;54827;IL
8763;Franklin;Jefferson;Erringer Road;08/12/2002;88154;VT
8764;Millard;Ford;North Ventu Park Road;22/04/2000;96825;MA
8765;William;Garfield;Jones Road;09/11/2005;89635;ND
8766;Lyndon;Garfield;Greenwood Road;09/11/2002;48416;NV
8767;William;Taft;W. Russell St.;13/07/2006;34433;KS
8768;Bill;Harrison;Fontaine Road;04/09/2000;31992;WY
8769;Zachary;Johnson;Greenwood Road;08/10/1998;15809;NC
8770;Thomas;Harding;East 1st Street;01/12/2004;53750;MS
8771;Calvin;Pierce;Jean de la Fontaine;07/06/2005;31401;AK
8772;Warren;Kennedy;Santa Rosa North;05/04/2000;70161;HI
8773;Zachary;Taft;Cleveland Ave.;25/01/1998;55305;KS
8774;Abraham;Washington;Newbury Road;29/04/2002;65654;RI
8775;Benjamin;Buchanan;Jones Road;28/01/2002;31390;NY
8776;Ulysses;Garfield;Cerrillos Road;20/09/2003;51561;WI
8777;Jimmy;Harrison;Pacific Hwy S;10/08/2000;57878;IL
8778;Dwight;Taylor;Harbor Dr;07/09/2006;76322;MN
8779;James;Garfield;Bowles Avenue;02/01/2006;43157;KY
8780;Zachary;Carter;San Marcos;20/05/1998;66912;MN
8781;Abraham;Harrison;Tanger Blvd;03/12/2001;92851;OK
8782;Ronald;Van Buren;124th;23/10/2003;41555;GA
8783;Grover;Coolidge;Erringer Road;10/01/1999;98138;MS
8784;George;Monroe;Hutchinson Rd;04/05/2000;63663;RI
8785;Calvin;Hoover;French Camp Turnpike Road;09/05/2006;55335;WY
8786;William;Kennedy;Carpinteria North;11/11/1999;27026;NY
8787;William;Fillmore;Cerrillos Road;18/04/1999;36697;VA
8788;Grover;Johnson;N Harrison St;02/08/2001;82263;WV
8789;Harry;Hoover;Calle Real;03/03/2001;82502;NY
8790;Millard;Harrison;San Marcos;13/06/2004;84515;UT
8791;Dwight;Eisenhower;Katella Avenue;23/06/1999;14364;DE
8792;Lyndon;Reagan;Lake Tahoe Blvd.;23/02/1998;42390;WV
8793;Ronald;Roosevelt;Apalachee Parkway;14/09/2002;69815;HI
8794;Gerald;Garfield;Carpinteria North;13/10/2004;38163;CO
8795;Grover;Coolidge;15th;04/11/2003;18105;IA
8796;Theodore;Quincy Adams;Newbury Road;09/03/2000;69216;WY
8797;James;Madison;East Fry Blvd.;17/06/2003;87295;VT
8798;Dwight;Coolidge;Bowles Avenue;14/10/2002;80733;PA
8799;Jimmy;Fillmore;San Marcos;04/06/2002;12557;CO
8800;Thomas;Nixon;Castillo Drive;27/02/2006;99649;FL
8801;Calvin;Jefferson;San Simeon;03/04/2000;75762;WA
8802;Andrew;Eisenhower;E Fowler Avenue;17/03/1998;19843;AZ
8803;Chester;Arthur;Fairview Avenue;09/02/1999;86284;TX
8804;John;Washington;San Luis Obispo North;28/11/2003;28586;IL
8805;Ulysses;Arthur;120th;04/05/2004;83084;MT
8806;Jimmy;Quincy Adams;Moreno Drive;08/10/1998;54228;AL
8807;Richard;Van Buren;East Main Street;12/10/2003;58021;ND
8808;Herbert;Lincoln;Calle Real;23/10/1998;35158;MD
8809;Zachary;Reagan;Moreno Drive;09/07/2006;50432;LA
8810;Andrew;Buchanan;Steele Lane;11/04/2003;19986;WY
8811;Martin;Van Buren;Timberlane Drive;11/06/2006;72941;SC
8812;Woodrow;Monroe;Timberlane Drive;18/11/2005;98995;CO
8813;Zachary;Hoover;Greenwood Road;12/04/2005;48532;NC
8814;Millard;Jackson;Newbury Road;01/10/2002;76830;MT
8815;Harry;McKinley;San Ysidro Blvd;09/05/2005;28880;NC
8816;James;Pierce;120th;04/12/2005;56450;MS
8817;Martin;Harrison;Monroe Street;30/11/1998;63905;ME
8818;Zachary;Ford;Monroe Street;21/07/1999;44329;IA
8819;Chester;Tyler;Santa Rosa South;15/02/1999;82603;AK
8820;Rutherford;Harrison;East 1st Street;21/08/2000;16880;MD
8821;Herbert;Tyler;Moreno Drive;23/08/2004;55118;CO
8822;Franklin;Lincoln;San Simeon;01/07/1999;88176;CA
8823;Richard;Jackson;Bowles Avenue;12/11/2005;76056;TX
8824;Bill;Roosevelt;Bowles Avenue;29/09/2004;58870;AL
8825;Ronald;Arthur;Moreno Drive;02/10/2005;99053;GA
8826;Theodore;Carter;Westside Freeway;31/12/2003;56417;OK
8827;Benjamin;Arthur;Via Real;25/04/2001;42605;OR
8828;Grover;Adams;North Erringer Road;14/02/2002;16498;NJ
8829;Bill;Lincoln;Steele Lane;14/09/2006;87133;CO
8830;Ulysses;Buchanan;Cleveland Ave.;05/03/2002;75720;WI
8831;Gerald;Taft;Erringer Road;11/12/2000;83296;AL
8832;Woodrow;Hayes;Katella Avenue;01/12/2000;75575;IL
8833;Ronald;Kennedy;Harry S Truman Blvd;08/04/1998;51580;SC
8834;Theodore;Pierce;Redwood Highway;28/12/1998;67612;HI
8835;Herbert;Madison;Cabrillo Highway;05/02/1998;63097;IN
8836;George;Lincoln;15th;07/09/1998;19904;NY
8837;Woodrow;Clinton;Jones Road;23/08/2003;41673;NY
8838;Andrew;Quincy Adams;Timberlane Drive;13/05/1998;74732;VT
8839;Jimmy;Taylor;Jones Road;11/02/2001;27155;NC
8840;Gerald;Taft;Monroe Street;29/06/2001;97531;IA
8841;Zachary;Wilson;El Camino Real;04/08/1998;89992;MS
8842;Grover;McKinley;Greenwood Road;20/04/2004;47084;AZ
8843;Theodore;Buchanan;Pacific Hwy S;16/06/1998;77042;WA
8844;Richard;Washington;Santa Ana Freeway;27/01/1998;86982;NE
8845;Zachary;Hayes;Harbor Dr;18/07/2002;88660;VT
8846;Calvin;Johnson;Cleveland Ave.;13/01/2004;78289;CO
8847;Theodore;Lincoln;North Broadway Street;26/10/2004;67003;AR
8848;Thomas;Truman;El Camino Real;02/12/2005;73523;NJ
8849;Harry;Taft;Camelback Rd;04/10/1998;25606;OR
8850;Abraham;Eisenhower;Cabrillo Highway;12/02/2005;11821;KS
8851;Herbert;Fillmore;South Highway;14/04/1999;20209;HI
8852;Grover;Ford;Cleveland Ave.;13/06/2000;55412;RI
8853;Warren;Jackson;East 1st Street;27/05/1998;40814;NM
8854;Harry;Carter;Burnett Road;31/07/2000;37279;AZ
8855;Ronald;Grant;Hutchinson Rd;28/05/1998;95015;MI
8856;Jimmy;Kennedy;San Ysidro Blvd;27/01/2006;90143;TX
8857;Lyndon;Van Buren;Via Real;17/09/2005;32560;CA
8858;Andrew;Fillmore;Santa Rosa North;11/01/2006;26619;KS
8859;Ulysses;Tyler;Burnett Road;16/05/2003;11189;AL
8860;Lyndon;Carter;North Preisker Lane;20/05/1998;80697;MD
8861;George;Jackson;Harbor Dr;10/02/2001;73680;IL
8862;George;Quincy Adams;N Kentwood;17/10/2006;40410;FL
8863;Dwight;Cleveland;Harry S Truman Blvd;10/02/2001;96185;ND
8864;John;Pierce;Harbor Dr;21/03/2004;11796;WY
8865;Franklin;McKinley;East Calle Primera;25/04/2005;17800;HI
8866;Millard;Lincoln;San Diego Freeway;13/01/2004;24087;CO
8867;Woodrow;Harding;Fairview Avenue;05/06/2001;81378;AZ
8868;Andrew;Hoover;Calle Real;04/11/2003;96152;WA
8869;George;Jefferson;Harbor Dr;26/06/1999;95606;NM
8870;Calvin;Roosevelt;Burnett Road;16/11/2006;44198;CO
8871;Woodrow;Ford;Harbor Dr;07/02/2002;58321;HI
8872;Calvin;Coolidge;El Camino Real;12/01/2004;20709;AZ
8873;Thomas;Grant;Milpas Street;28/04/1998;71081;WA
8874;James;Quincy Adams;North Broadway Street;13/07/2006;74649;SD
8875;Millard;Kennedy;N Kentwood;22/01/1999;84990;WY
8876;Lyndon;Buchanan;Moreno Drive;19/03/2003;82903;NC
8877;John;Washington;Fairview Avenue;23/03/2006;17759;NJ
8878;Grover;Hoover;Steele Lane;06/06/2004;52968;HI
8879;Jimmy;Truman;Santa Monica Road;11/06/2005;62040;VA
8880;Jimmy;Taylor;San Ysidro Blvd;05/08/2001;76907;CT
8881;Jimmy;Reagan;Fontaine Road;23/05/2000;14976;RI
8882;Zachary;Madison;E Fowler Avenue;01/05/2004;26537;WV
8883;William;Lincoln;Cabrillo Highway;14/10/1998;59046;MD
8884;Gerald;Lincoln;Cerrillos Road;12/04/2002;69884;NY
8885;Woodrow;McKinley;East 1st Street;15/12/2003;24117;MA
8886;Rutherford;Arthur;French Camp Turnpike Road;19/06/2004;28860;NJ
8887;Zachary;Nixon;Castillo Drive;05/02/2003;10769;ID
8888;Millard;Hoover;Padre Boulevard;24/05/2003;98234;CA
8889;Thomas;Clinton;124th;05/02/2006;34867;GA
8890;Ronald;Pierce;S Rustle St;27/08/1998;45802;TX
8891;Martin;Quincy Adams;Via Real;10/01/2000;43385;MN
8892;Calvin;Hoover;Apalachee Parkway;24/03/1999;43849;RI
8893;Thomas;McKinley;Lawrenceville Suwanee;14/03/1999;31467;SD
8894;William;Kennedy;Jones Road;29/05/2004;71834;SD
8895;Harry;Arthur;French Camp Turnpike Road;10/12/2001;80755;LA
8896;Andrew;Carter;Pacific Hwy S;01/05/1999;50350;MD
8897;Abraham;Buchanan;San Simeon;02/12/2006;48952;MT
8898;Thomas;Wilson;Tully Road East;09/02/2001;76300;AK
8899;Grover;Nixon;Carpinteria South;09/02/1999;80656;AL
8900;Benjamin;Ford;Bowles Avenue;28/08/2002;39358;NC
8901;George;Harding;Bowles Avenue;19/05/2004;49413;WY
8902;Thomas;Roosevelt;124th;28/01/2003;59653;AL
8903;Ulysses;Harrison;15th;04/10/2005;91049;NC
8904;Calvin;Washington;S Rustle St;12/09/1998;36724;IA
8905;Franklin;Johnson;East Fry Blvd.;28/03/2000;68239;KS
8906;Dwight;Taylor;Santa Ana Freeway;24/09/2006;19706;MN
8907;Harry;Adams;Grandview Drive;08/04/1998;36318;WA
8908;Millard;Harrison;San Ysidro Blvd;29/07/2004;48790;HI
8909;Thomas;Kennedy;Burnett Road;04/11/2001;90368;MA
8910;Warren;Clinton;Carpinteria South;14/09/2000;97894;TN
8911;Andrew;Garfield;Westside Freeway;27/03/2006;43522;MT
8912;Harry;Harrison;Harbor Dr;17/03/2003;28635;MS
8913;George;Clinton;Steele Lane;06/05/1998;16545;WY
8914;Franklin;Grant;San Simeon;16/12/2002;95507;NH
8915;John;Johnson;Via Real;24/08/2005;48647;TX
8916;Calvin;Carter;Lawrenceville Suwanee;24/05/1998;22329;MI
8917;Harry;Coolidge;Bayshore Freeway;28/10/2006;79560;GA
8918;John;Ford;San Marcos;04/12/1998;69950;LA
8919;Millard;Washington;Monroe Street;19/12/2000;32851;TX
8920;Warren;Jackson;Fairview Avenue;20/12/2006;45178;TN
8921;John;Hoover;Cabrillo Highway;05/06/2001;90505;PA
8922;Ulysses;Lincoln;Camelback Rd;15/08/2005;30995;KS
8923;Theodore;Jefferson;Lawrenceville Suwanee;17/04/1999;78728;SD
8924;George;Carter;Pacific Hwy S;03/12/2005;47980;NH
8925;Zachary;Fillmore;East Fry Blvd.;22/06/2004;35027;SC
8926;Lyndon;Reagan;North Preisker Lane;13/10/2000;87023;WV
8927;Millard;Arthur;Westside Freeway;14/06/2002;66533;WV
8928;Martin;Kennedy;Lake Tahoe Blvd.;05/07/2005;63265;MA
8929;Martin;Jackson;Timberlane Drive;05/08/2006;39567;NE
8930;Woodrow;Johnson;Harbor Dr;21/12/2004;51284;TX
8931;Rutherford;Hayes;Corona Del Mar;26/02/1999;90462;OR
8932;Franklin;Ford;Greenwood Road;22/05/2005;81554;OH
8933;Zachary;Cleveland;East Calle Primera;07/11/2003;67623;MS
8934;James;Polk;Bayshore Freeway;23/09/2001;38130;CT
8935;Richard;Fillmore;San Simeon;05/02/2002;64871;KS
8936;Warren;Cleveland;North Atherton Street;01/10/2004;17608;NM
8937;Millard;Reagan;Carpinteria South;09/11/1998;65989;NC
8938;Warren;Pierce;Pacific Hwy S;31/08/2001;69293;MI
8939;Rutherford;Ford;El Camino Real;05/02/2004;50556;WI
8940;George;Taft;North Ventu Park Road;04/06/2003;36675;IA
8941;Harry;Harrison;Bowles Avenue;28/11/2001;21011;WA
8942;Theodore;Wilson;Burnett Road;15/08/1998;40102;SC
8943;Jimmy;Arthur;Cabrillo Highway;20/03/2006;40981;NE
8944;Ronald;Roosevelt;N Kentwood;09/01/2003;70741;PA
8945;Ronald;Truman;Westside Freeway;13/02/2005;14839;CT
8946;Thomas;Carter;Bayshore Freeway;03/10/2006;45760;NH
8947;John;Wilson;Corona Del Mar;19/11/2000;18539;DE
8948;Abraham;Monroe;Santa Monica Road;23/01/1999;54780;WY
8949;Herbert;Taylor;Redwood Highway;10/07/2001;11669;ND
8950;Lyndon;Quincy Adams;W. Russell St.;18/09/1998;77577;HI
8951;George;Quincy Adams;Carpinteria South;11/01/2000;10796;SD
8952;Bill;Harrison;San Ysidro Blvd;26/01/2000;73010;NM
8953;Dwight;Harding;Bailard Avenue;18/03/2004;94005;CT
8954;Abraham;Garfield;15th;16/09/2005;79231;RI
8955;Grover;Polk;Corona Del Mar;10/03/2000;56744;MD
8956;Ronald;Jefferson;Tully Road East;27/09/2001;55126;IA
8957;Rutherford;Hayes;Hutchinson Rd;18/06/2002;68890;VT
8958;Richard;Johnson;Harry S Truman Blvd;06/09/2001;93008;AL
8959;Calvin;Kennedy;Monroe Street;27/08/2001;83057;LA
8960;Millard;Jefferson;Lindbergh Blvd;11/01/2006;12568;ID
8961;Chester;Ford;Camelback Rd;09/11/1998;64176;MN
8962;Franklin;Hayes;S Rustle St;26/05/2003;46065;WI
8963;Lyndon;Truman;Newbury Road;02/08/2000;50323;IN
8964;William;Truman;Bailard Avenue;22/04/2004;94768;VA
8965;Thomas;Hayes;East 1st Street;29/05/2001;44769;PA
8966;Calvin;Polk;Carpinteria South;07/08/1999;76665;TX
8967;Dwight;Taylor;N Harrison St;18/02/1999;99319;MA
8968;Jimmy;Harrison;East Fry Blvd.;17/06/2005;15388;VT
8969;Richard;Monroe;East Calle Primera;07/09/2006;48867;VA
8970;George;Taft;Jones Road;06/02/2006;50435;CO
8971;Warren;Roosevelt;Cabrillo Highway;25/07/2006;67236;NY
8972;John;Jackson;San Simeon;09/01/2001;98589;WY
8973;Grover;McKinley;Castillo Drive;11/12/2000;64226;NC
8974;Rutherford;Harrison;Castillo Drive;11/12/2003;66621;AL
8975;George;Clinton;San Ysidro Blvd;25/05/2004;83949;VA
8976;Dwight;Tyler;East Calle Primera;25/04/2002;75254;IA
8977;Calvin;Coolidge;El Camino Real;29/03/2006;84397;NY
8978;Andrew;Roosevelt;Westside Freeway;01/07/2003;64327;NV
8979;Rutherford;Eisenhower;Fontaine Road;07/07/2001;88256;VA
8980;Herbert;Pierce;Katella Avenue;18/07/2005;39270;MD
8981;Theodore;Cleveland;Redwood Highway;26/07/2000;74984;WY
8982;Andrew;Buchanan;Burnett Road;08/08/2000;58774;NY
8983;Benjamin;Truman;E Fowler Avenue;18/04/1999;64130;AL
8984;Thomas;Nixon;North Erringer Road;15/12/2001;53753;PA
8985;Woodrow;Polk;Cerrillos Road;20/12/1999;29896;LA
8986;Dwight;Coolidge;South Roosevelt Drive;06/09/2004;17539;IN
8987;Theodore;Clinton;Carpinteria Avenue;24/09/2001;96971;FL
8988;Millard;Johnson;Padre Boulevard;08/12/2005;27314;WA
8989;Grover;Johnson;Bowles Avenue;02/09/2005;27586;TN
8990;Abraham;Harrison;N Kentwood;15/11/2003;96823;MI
8991;Ronald;Harrison;Santa Rosa South;27/07/1998;69851;CT
8992;Chester;Eisenhower;W. Russell St.;27/02/2002;40297;NH
8993;James;Eisenhower;Grandview Drive;20/03/2005;17314;WV
8994;Harry;Jackson;15th;24/02/2002;67678;IL
8995;Abraham;Pierce;Timberlane Drive;02/06/2002;79777;ID
8996;Ulysses;Wilson;North Atherton Street;04/09/2000;41036;CO
8997;Rutherford;Ford;San Simeon;26/07/2000;55382;NJ
8998;Grover;Roosevelt;San Luis Obispo North;14/06/2002;92283;OH
8999;Warren;Fillmore;Santa Rosa South;18/11/2004;43920;FL
9000;Richard;Jackson;N Harrison St;03/02/2002;82104;HI
9001;Richard;Carter;Carpinteria North;31/03/2000;91406;WY
9002;Ronald;Clinton;South Highway;20/10/1998;60169;AK
9003;John;Roosevelt;124th;07/09/2004;25889;IN
9004;Thomas;Jackson;East Fry Blvd.;23/08/1998;16561;IN
9005;Grover;Harrison;San Ysidro Blvd;18/06/2002;24537;MI
9006;Ulysses;Clinton;Lake Tahoe Blvd.;10/06/2004;94485;RI
9007;Herbert;Pierce;Bowles Avenue;19/10/1999;21956;WY
9008;Dwight;Cleveland;Tanger Blvd;05/05/2002;94205;HI
9009;John;Roosevelt;Cabrillo Highway;21/03/2005;29742;MN
9010;William;Eisenhower;Santa Monica Road;13/12/1998;68244;NM
9011;John;Jefferson;Carpinteria Avenue;20/07/2006;17327;NH
9012;Jimmy;Carter;Carpinteria North;11/02/2001;27825;OK
9013;Richard;Buchanan;Bowles Avenue;22/06/1998;74031;TN
9014;Ronald;Carter;Santa Rosa North;11/05/2001;20568;NV
9015;Millard;Kennedy;Jean de la Fontaine;11/10/2006;42385;IL
9016;Theodore;Grant;Tully Road East;23/11/2004;39446;OH
9017;Dwight;Carter;Grandview Drive;19/03/2001;62712;AZ
9018;Andrew;Van Buren;North Ventu Park Road;21/04/1999;32953;PA
9019;William;Jackson;S Rustle St;07/12/2002;48933;VA
9020;Rutherford;Grant;Fontaine Road;15/10/2001;16580;OR
9021;Ronald;Harrison;Steele Lane;17/08/1999;75649;OK
9022;Abraham;Coolidge;Harry S Truman Blvd;13/02/2004;15493;AZ
9023;Martin;Wilson;E Fowler Avenue;17/03/2001;56453;TX
9024;Thomas;Coolidge;Milpas Street;25/02/2004;18481;OR
9025;Lyndon;Washington;Camelback Rd;12/03/2002;63506;WY
9026;Lyndon;Hoover;Steele Lane;27/12/2006;33153;GA
9027;Martin;Reagan;East Fry Blvd.;31/08/2003;28352;NH
9028;Herbert;Arthur;124th;05/10/2004;62388;MN
9029;Franklin;Madison;Camelback Rd;04/11/2004;83996;NV
9030;Andrew;Madison;Richmond Hill;19/01/1998;92016;AZ
9031;Martin;Clinton;Milpas Street;12/05/2000;18212;AZ
9032;Lyndon;Cleveland;San Marcos;27/11/2004;89780;RI
9033;James;Garfield;Via Real;20/01/2001;88132;CO
9034;Woodrow;Buchanan;Camelback Rd;14/07/2003;15520;NC
9035;Ulysses;Nixon;San Marcos;22/06/2006;46046;MN
9036;Andrew;Jackson;Santa Ana Freeway;16/07/2006;22626;SC
9037;Herbert;Polk;Santa Monica Road;22/12/2000;66484;GA
9038;Ronald;Eisenhower;Monroe Street;17/11/2005;40720;IL
9039;Jimmy;Jackson;Lindbergh Blvd;05/06/2000;64533;TN
9040;James;Taylor;Hutchinson Rd;16/05/2004;89627;AK
9041;Franklin;Jackson;Bayshore Freeway;29/07/2005;15413;WY
9042;Thomas;Clinton;Katella Avenue;14/11/1998;64539;MI
9043;Richard;Garfield;120th;03/01/2006;15287;OK
9044;Thomas;Carter;Carpinteria South;11/01/2005;72479;NC
9045;Ulysses;Arthur;French Camp Turnpike Road;03/10/1998;83342;KS
9046;Thomas;Eisenhower;French Camp Turnpike Road;29/09/2006;59999;MN
9047;Benjamin;Taft;W. Russell St.;03/07/2003;65097;RI
9048;James;Jackson;East 1st Street;27/02/2001;82115;NH
9049;Benjamin;Taylor;Tanger Blvd;17/06/2002;86984;AZ
9050;John;Roosevelt;Santa Rosa North;03/05/2004;42503;KS
9051;George;Harding;Westside Freeway;24/10/2002;32167;KY
9052;Dwight;Grant;San Marcos;22/07/1999;74951;PA
9053;Calvin;Reagan;Woodson Rd.;30/10/2005;17608;WI
9054;Jimmy;Pierce;Padre Boulevard;11/03/1999;36054;NJ
9055;Lyndon;Taft;Lake Tahoe Blvd.;03/08/1999;72392;NM
9056;Jimmy;Quincy Adams;Greenwood Road;13/04/2004;89149;KS
9057;Calvin;Carter;Fontaine Road;22/04/2002;97287;IL
9058;James;Fillmore;Harry S Truman Blvd;06/09/2005;39523;OK
9059;Harry;Van Buren;Erringer Road;04/05/2003;15578;WA
9060;Jimmy;Buchanan;Santa Ana Freeway;30/10/1999;30855;MT
9061;Grover;Truman;Burnett Road;05/10/1999;25136;NE
9062;Rutherford;Jackson;Jones Road;01/03/2001;82900;MN
9063;Ronald;Coolidge;15th;01/08/2002;51723;NY
9064;Thomas;Roosevelt;S Rustle St;06/03/2006;90451;PA
9065;George;Ford;Castillo Drive;15/08/2003;23581;NV
9066;Gerald;McKinley;Woodson Rd.;23/01/1999;13523;WA
9067;Jimmy;Van Buren;North Broadway Street;12/12/2001;67239;LA
9068;Rutherford;Nixon;Katella Avenue;27/12/1998;78813;MA
9069;Chester;Jefferson;North Ventu Park Road;02/01/2000;84589;WV
9070;Herbert;Lincoln;Grandview Drive;08/01/2005;92365;WI
